Ходоровський,Ходоровский,правильно,
Ямненко,Ямненко,правильно,
Дроботя,Дроботя,правильно,
Одринська,Одринская,правильно,
Соколовий,Соколовый,Исправлено,
Копитова,Копытова,правильно,
Компанієць,Компаниец,правильно,
Шульмейстер,Шульмейстер,правильно,
Янушевич,Янушевич,правильно,
Гапіч,Гапич,Исправлено,
Мартиненков,Мартыненков,правильно,
Бичихін,Бычихин,правильно,
Гонтарева,Гонтарева,правильно,
Красовецький,Красовецкий,Исправлено,
Греба,Греба,Исправлено,
Бурда,Бурда,правильно,
Крот,Крот,правильно,
Гаращенко,Гаращенко,правильно,
Редька,Редька,правильно,
Ржепецький,Ржепецкий,правильно,
Франтовська,Франтовская,Исправлено,
Макарчук,Макарчук,правильно,
Мирошниченко,Мирошниченко,правильно,
Потильчак,Потыльчак,правильно,
Капштик,Капштык,правильно,
Леско,Леско,правильно,
Куришко,Куришко,правильно,
Висоцька,Высоцкая,правильно,
Обідіна,Обидина,Исправлено,
Омельянович,Омельянович,правильно,
Сенюк,Сенюк,правильно,
Пелипенко,Пелипенко,правильно,
Матюха,Матюха,правильно,
Кіктенко,Киктенко,правильно,
Річкаль,Ричкаль,правильно,
Сарнацький,Сарнацкий,правильно,
Колос,Колос,правильно,
Бандуров,Бандуров,правильно,
Шипуліна,Шипулина,правильно,
Шляхов,Шляхов,правильно,
Пампура,Пампура,правильно,
Потоп,Потоп,правильно,
Каплієнко,Каплиенко,правильно,
Нечитайло,Нечитайло,Исправлено в оригинальной таблице и в адмминке,
Калинич,Калинич,правильно,
Лівік,Ливик,правильно,
Яцук,Яцук,правильно,
Лук’янчук Ольга,Лукьянчук Ольга,Исправлено в админке,
Матківська,Маткивська,правильно,
Гулова,Гулова,правильно,
Чечуліна,Чечулина,правильно,
Вдовенко,Вдовенко,правильно,
Іванущак,Іванущак,правильно,
Серьогін,Серегин,правильно,
Кощеєв,Кощеев,правильно,
Іванкевич,Иванкевич,правильно,
Майданік,Майданик,правильно,
Журавель,Журавель,Исправлено,
Крусян Андрій,Крусян Андрей,Исправлено в админке,
Гордієнко,Гордиенко,Исправлено в оригинальной таблице и в адмминке,
Рищенко,Рыщенко,правильно,
Олініченко,Олиниченко,правильно,
Дендемарченко,Дендемарченко,правильно,
Качур,Качур,Исправлено,
Бурих,Бурых,правильно,
Желік,Желик,правильно,
Широян,Широян,правильно,
Андрейчук,Андрейчук,правильно,
Ломакович,Ломакович,правильно,
Симонець,Симонец,правильно,
Сисоєнко,Сысоенко,правильно,
Бітов Андрій,Битов Андрей,Исправлено в админке,
Майструк,Майструк,правильно,
Чорногор,Черногор,правильно,
Береговий,Береговой,правильно,
Акртюхов,Акртюхов,правильно,
Сідоченко,Сидоченко,Исправлено,
Захожай,Захожай,правильно,
Райнін,Райнин,Исправлено,
Фомічов,Фомичев,правильно,
Зазулинська,Зазулинская,Исправлено,
Бурий,Бурый,правильно,
Репніков,Репников,правильно,
Подковський,Подковский,Исправено,
Люшняк,Люшняк,правильно,
Мінаєва,Минаева,правильно,
Гураль,Гураль,правильно,
Бершов,Бершов,правильно,
Кащук,Кащук,правильно,
Мельник,Мельник,правильно,
Кошелюк,Кошелюк,правильно,
Куліч,Кулич,правильно,
Косьмін,Косьмин,правильно,
Оксененко,Оксененко,правильно,
Рахубовський,Рахубовский,Исправлено,
Стуковенкова,Стуковенкова,правильно,
Драч,Драч,правильно,
Шинькович,Шинькович,правильно,
Татьков,Татьков,правильно,
Шапка,Шапка,правильно,
Гультай,Гультай,правильно,
Завальна,Завальная,правильно,
Комлєва,Комлева,правильно,
Петріченко,Петриченко,правильно,
Трішкова,Трішкова,правильно,
Водолажська,Водолажская,Исправлено,
Коростійова,Коростиева,Исправлено,
Стадник,Стадник,правильно,
Дряниця,Дряница,Исправлено,
Шостак,Шостак,правильно,
Сініцина,Синицына,правильно,
Цвігун,Цвигун,правильно,
Толкаченко,Толкаченко,правильно,
Гладський,Гладский,Исправлено,
Лаченкова,Лаченкова,правильно,
Дронська,Дронская,Исправлено,
Григорьєв,Григорьев,правильно,
Баулін,Баулин,правильно,
Котляров,Котляров,правильно,
Заїка,Заика,правильно,
Григор’єва,Григорьева,правильно,
Вільдман,Вильдман,правильно,
Кадегроб,Кадегроб,правильно,
Каленков,Каленков,правильно,
Косьмін Олексій,Косьмин Алексей,Исправлено в админке,
Рядненко,Рядненко,правильно,
Лузан,Лузан,правильно,
Пазюк,Пазюк,правильно,
Балацька,Балацкая,правильно,
Ферафонтов,Ферафонтов,правильно,
Путас,Путас,правильно,
Лук’янчук,Лукьянчук,правильно,
Сизько,Сизько,правильно,
Доніч,Донич,правильно,
Латюк,Латюк,правильно,
Антипець,Антипец,правильно,
Красвітна,Красвитна,Исправлено ,
Димарецький,Димарецкий,Исправлено ,
Ратієв,Ратиев,Исправлено ,
Пономарь,Пономарь,правильно,
Кислиця,Кислица,правильно,
Косік,Косик,правильно,
Бухтіярова,Бухтиярова,правильно,
Барбашова,Барбашова,правильно,
Білак,Билак,правильно,
Макаровець,Макаровец,Исправлено ,
Черешня,Черешня,правильно,
Шевчук Ольга,Шевчук Ольга,правильно,
Орлянський,Орлянский,правильно,
Дурасова,Дурасова,правильно,
Чунарьов,Чунарев,правильно,
Хміль,Хмель,правильно,
Кукуріка,Кукурика,правильно,
Поврозник,Поврозник,правильно,
Лащенко,Лащенко,правильно,
Качмар,Качмар,правильно,
Стратієнко,Стратиенко,правильно,
Викалюк,Викалюк,правильно,
Фаріонова,Фарионова,Исправлено ,
Котелевський,Котелевский,правильно,
Нечепорук,Нечепорук,правильно,
Георгієнко,Георгиенко,правильно,
Ємець,Емец,правильно,
Котвицька,Котвицкая,правильно,
Клавдієва,Клавдиева,правильно,
Каньовський,Каневский,правильно,
Шлапак,Шлапак,правильно,
Вус,Вус,Исправлено ,
Салай,Салай,правильно,
Лапа,Лапа,правильно,
Коренюгіна,Коренюгина,правильно,
Шпильова,Шпилевая,правильно,
Гусинін,Гусинин,Исправлено ,
Бахтеєва,Бахтеева,правильно,
Коровайко,Коровайко,правильно,
Бартащук,Бартащук,правильно,
Кожу,Кожу,правильно,
Гацько,Гацко,правильно,
Погорельцев,Погорельцев,правильно,
Синютка,Синютка,правильно,
Крестьянінов,Крестьянинов,Исправлено ,
Лагнюк,Лагнюк,правильно,
Хомутиннік,Хомутынник,правильно,
Пастощук,Пастощук,правильно,
Лісовенко,Лисовенко,правильно,
Кісь,Кись,правильно,
Бех,Бех,правильно,
Маслій,Маслий,правильно,
Тітов,Титов,правильно,
Велика,Велыка,Исправлено ,
Нешик,Нешик,правильно,
Процай,Процай,правильно,
Завидовська-Марчук,Завидовская-Марчук,Исправлено ,
Рибалко,Рыбалко,правильно,
Ріжок,Рожок,правильно,
Рибалка,Рыбалка,правильно,
Лукрич,Лукрич,правильно,
Волошан,Волошан,правильно,
Колишко,Колышко,правильно,
Дроздик,Дроздик,правильно,
Згуладзе-Глуксманн,Згуладзе-Глуксманн,правильно,
Васьков,Васьков,правильно,
Волик,Волык,Исправлено,
Cушко,Сушко,правильно,
Орлянська,Орлянская,правильно,
Фурман,Фурман,правильно,
Фризоренко,Фризоренко,правильно,
Псарьов,Псарев,правильно,
Братіщева,Братищева,Исправлено,
Возна,Возная,правильно,
Колодич,Колодич,правильно,
Воловик,Воловик,правильно,
Шинаков,Шинаков,правильно,
Бем,Бем,правильно,
Брагінський,Брагинский,правильно,
Чепурний,Чепурной,Исправлено,
Олехнович,Олехнович,правильно,
Онуфрик,Онуфрик,правильно,
Бершадська,Бершадская,правильно,
Тагієв Садіг,Тагиев Садиг,Исправлено в админке,
Скрипчук,Скрипчук,правильно,
Бєлка,Белка,правильно,
Черчатий,Черчатый,Исправлено,
Галицький,Галицкий,правильно,
Амелін,Амелин,правильно,
Ксенжук,Ксенжук,правильно,
Дідух,Дидух,правильно,
Пукало,Пукало,правильно,
Романець,Романец,правильно,
Паничев,Паничев,правильно,
Константіновський,Константиновский,правильно,
Головчук,Головчук,правильно,
Бузовари,Бузовары,Исправлено,
Січевий,Сичевой,Исправлено,
Лічевецький,Личевецкий,Исправлено,
Слинько,Слынько,Исправлено,
Руських,Руських,Исправлено,
Лига,Лига,правильно,
Томашин,Томашин,правильно,
Єлфімов,Елфимов,правильно,
Грошева,Грошевая,Исправлено,
Кишкар,Кишкарь,правильно,
Терентьєв,Терентьев,правильно,
Шаламай,Шаламай,правильно,
Нікушин,Никушин,правильно,
Перепелиця,Перепелица,Исправлено,
Сибіга,Сибига,правильно,
Лушкіна,Лушкіна,правильно,
Гугніна,Гугнина,правильно,
Прядкіна,Прядкина,правильно,
Довгань,Довгань,правильно,
Атрощенко,Атрощенко,правильно,
Семерак,Семерак,правильно,
Луцак,Луцак,правильно,
Слободяніна,Слободянина,Исправлено,
Підгрушна,Пидгрушная,правильно,
Небилиця,Небылица,правильно,
Капелюха,Капелюха,правильно,
Горощук,Горощук,правильно,
Пірняк,Пирняк,правильно,
Бишевська,Бишевская,Исправлено,
Шкрум,Шкрум,правильно,
Міненкова,Миненкова,правильно,
Чельник,Чельник,правильно,
Бакута,Бакута,правильно,
Дзісяк,Дзисяк,правильно,
Смолін,Смолин,правильно,
Кривчун,Кривчун,правильно,
Кіхтенко,Кихтенко,правильно,
Ворона,Ворона,правильно,
Гайдуцький,Гайдуцкий,правильно,
Рішняк,Ришняк,правильно,
Ткач,Ткач,правильно,
Максюта,Максюта,правильно,
Стаматін,Стаматин,правильно,
Дубовенко,Дубовенко,правильно,
Лівінський,Ливинский,правильно,
Береславський,Береславский,правильно,
Євсіков,Евсиков,правильно,
Шутенко,Шутенко,правильно,
Шалай,Шалай,правильно,
Кондаков,Кондаков,правильно,
Юхименко,Юхименко,правильно,
Сорока,Сорока,правильно,
Денісов,Денисов,правильно,
Мартиняк,Мартыняк,правильно,
Радов,Радов,правильно,
Богатирчук-Кривко,Богатырчук-Кривко,правильно,
Джулай,Джулай,правильно,
Желих,Желих,правильно,
Сєвєрова,Северова,правильно,
Ільїн,Ильин,правильно,
Рачин,Рачин,правильно,
Ришкова,Ришкова,правильно,
Батяшова,Батяшова,правильно,
Таварткіладзе,Таварткиладзе,правильно,
Перелигін,Перелыгин,правильно,
Шикун,Шикун,правильно,
Свистунова,Свистунова,правильно,
Раздобудько,Раздобудько,правильно,
Кушнірова,Кушнирова,правильно,
Горькавий,Горькавий,правильно,
Клепчуков,Клепчуков,правильно,
Жила,Жила,правильно,
Подоляк,Подоляк,правильно,
Буханько,Буханько,правильно,
Кузюра Лілія,Кузюра Лилия,Исправлено в админке,
Пташник,Пташник,Исправлено,
Безверхий,Безверхий,правильно,
Березовенко,Березовенко,правильно,
Прись,Прись,правильно,
Дідиченко,Дидиченко,Исправлено,
Ясенчук,Ясенчук,правильно,
Сташенко,Сташенко,правильно,
Кругова,Круговая,правильно,
Пушкарьов,Пушкарев,правильно,
Горєлова,Горелова,правильно,
Гудак,Гудак,Исправлено,
Кранга,Кранга,правильно,
Абрамовський,Абрамовский,правильно,
Брославський,Брославский,Исправлено в оригинальной таблице и в админке,
Добринін,Добрынин,правильно,
Лубінець,Лубинец,Исправлено,
Митрофанський,Митрофанский,правильно,
Насіров,Насиров,правильно,
Матвєйшина,Матвейшина,Исправлено,
Стріха,Стриха,Исправлено,
Тарабан,Тарабан,правильно,
Козир,Козырь,правильно,
Туровська,Туровская,правильно,
Миколюк,Миколюк,правильно,
Запорожченко,Запорожченко,правильно,
Шаманська,Шаманская,правильно,
Вахновська,Вахновская,Исправлено,
Кривохатько,Кривохатько,правильно,
Ярмолюк,Ярмолюк,правильно,
Перевезенцев,Перевезенцев,правильно,
Костів,Костив,правильно,
Лісніченко,Лисниченко,правильно,
Шевальов,Шевалев,правильно,
Радутний,Радутный,Исправлено,
Дроник,Дроник,правильно,
Медьєши,Медьеши,Исправлено,
Лютий,Лютый,Исправлено,
Макеєва,Макеева,правильно,
Пантелієнко,Пантелеенко,Исправлено,
Чорний,Черный,правильно,
Ковтюк,Ковтюк,правильно,
Кварталова,Кварталова,правильно,
Мазниця,Мазница,правильно,
Касмінін,Касминин,Исправлено,
Смірнова,Смирнова,правильно,
Буравльов,Буравлев,правильно,
Озеран,Озеран,правильно,
Храмченко,Храмченко,правильно,
Васецька,Васецкая,правильно,
Сторчило,Сторчило,правильно,
Чобіток,Чобиток,Исправлено,
Кирницький,Кирницкий,Исправлено,
Галіян,Галиян,Исправлено,
Лівенцов,Ливенцов,правильно,
Шмітько,Шмитько,правильно,
Кубрак,Кубрак,правильно,
Пахнюк,Пахнюк,правильно,
Хабіб,Хабиб,правильно,
Болтунова,Болтунова,правильно,
Сабашук,Сабашук,правильно,
Балан,Балан,правильно,
Міхасішин,Михасишин,Исправлено,
Ханова,Ханова,правильно,
Холоднова,Холоднова,правильно,
Єремєєнко,Еремеенко,Исправлено,
Помазанов,Помазанов,правильно,
Дубник,Дубник,правильно,
Збитковська,Збитковская,Исправлено,
Гудов,Гудов,правильно,
Товстоног,Товстоног,правильно,
Ломейко,Ломейко,правильно,
Білоусова,Белоусова,правильно,
Табала,Табала,правильно,
Жук,Жук,правильно,
Сало,Сало,правильно,
Дутов,Дутов,правильно,
Хилевич,Хилевич,правильно,
Попруга,Подпруга,правильно,
Чічіль,Чичиль,Исправлено,
Поступайло,Поступайло,правильно,
Матвієнков,Матвиенков,правильно,
Шляхтицький Олександр,Шляхтицкий Александр,Исправлено в админке,
Олещук,Олещук,правильно,
Куровський,Куровский,правильно,
Арешонков,Арешонков,правильно,
Остапук,Остапук,правильно,
Ситнік,Сытник,правильно,
Клюба,Клюба,правильно,
Гриців,Грицев,правильно,
Алейник,Алейник,правильно,
Живоглядова,Живоглядова,правильно,
Ревега,Ревега,правильно,
Маньковський,Маньковский,правильно,
Ступакова Інна,Ступакова Инна,правильно,
Фідря,Фидря,Исправлено,
Старинець,Старинец,правильно,
Василевич,Василевич,правильно,
Замірець,Замирец,правильно,
Плакида,Плакида,правильно,
Мєзєнцев,Мезенцев,Исправлено,
Лінько,Линько,правильно,
Яшарова,Яшарова,правильно,
Радик,Радик,правильно,
Лук´янець,Лукьянец,Исправлено,
Демидюк,Демидюк,правильно,
Феєр,Феер,правильно,
Маміна,Мамина,правильно,
Лях,Лях,правильно,
Копил,Копыл,правильно,
Долгов,Долгов,правильно,
Могил,Могил,правильно,
Мотузок,Мотузок,Исправлено,
Кодрул,Кодрул,правильно,
Бобровський,Бобровский,Исправлено в оригинальной таблице и в админке,
Стротюк,Стротюк,правильно,
Шиман,Шиман,правильно,
Клюс,Клюс,правильно,
Базіль,Базиль,правильно,
Червакова,Червакова,правильно,
Слишинський,Слышинский,правильно,
Буженко,Буженко,правильно,
Куштан,Куштан,правильно,
Кружиліна,Кружилина,Исправлено,
Мартовицький,Мартовицкий,правильно,
Яворська,Яворская,правильно,
Кліменко,Клименко,правильно,
Волкодав,Волкодав,правильно,
Тютюн,Табак,правильно,
Іваниця,Иваница,правильно,
Панькевич,Панькевич,правильно,
Чорновол,Чорновол,правильно,
Яриніч,Яринич,Исправлено,
Рижиков,Рыжиков,правильно,
Гарник,Гарник,правильно,
Колісник,Колесник,правильно,
Туренко,Туренко,правильно,
Циба,Цыба,правильно,
Тіміш,Тимиш,правильно,
Фіалковський,Фиалковский,правильно,
Романів,Романов,правильно,
Проуторов,Проуторов,правильно,
Пільщик,Пыльщик,Исправлено,
П’янова,Пьянова,правильно,
Кустуров,Кустуров,правильно,
Ільєнок,Ильенок,правильно,
Вашетіна,Вашетина,Исправлено,
Дирдін,Дирдин,Исправлено,
Карнаух,Карнаух,правильно,
Коротких,Коротких,правильно,
Горобинський,Горобинский,Исправлено в оригинальной таблице и в админке,
Сахарілєнко,Сахариленко,Исправлено,
Кисіль,Кисель,правильно,
Раєнок,Раенок,правильно,
Задорожня,Задорожная,правильно,
Тенетко,Тенетко,правильно,
Кісіль,Кисиль,правильно,
Зуб,Зуб,правильно,
Фурик,Фурик,правильно,
Яніцький,Яницкий,правильно,
Говтвян,Говтвян,правильно,
Матківський,Маткивский,правильно,
Вадзінський,Вадзинский,Исправлено,
Лобов,Лобов,правильно,
Семенишин,Семенишин,правильно,
Кримська,Крымская,правильно,
Денісова,Денисова,правильно,
Дейдей,Дейдей,правильно,
Кошіль,Кошиль,правильно,
Арабей,Арабей,правильно,
Лебедь,Лебедь,правильно,
Гаманко,Гаманко,правильно,
Войченко,Войченко,правильно,
Семенчук,Семенчук,правильно,
Тертишна,Тертышная,правильно,
Сіверін,Сиверин,Исправлено,
Беспалов,Беспалов,правильно,
Семеній,Семений,правильно,
Уманець,Уманец,правильно,
Зозуля,Зозуля,Исправлено,
Петрушина,Петрушина,правильно,
Абасов,Абасов,правильно,
Бояркін,Бояркин,правильно,
Міронова,Миронова,правильно,
Желепа,Желепа,правильно,
Саранюк,Саранюк,правильно,
Головатенко,Головатенко,правильно,
Смокович,Смокович,правильно,
Квасневська,Квасневская,правильно,
Курилець,Курилец,правильно,
Шоля,Шоля,правильно,
Швед,Швед,правильно,
Запорожан,Запорожан,правильно,
Письменний,Письменный,Исправлено,
Зубрій,Зубрий,правильно,
Лошаков,Лошаков,правильно,
Борсай,Борсай,правильно,
Бриченко,Бриченко,правильно,
Майор,Майор,правильно,
Рецебуринський,Рецебуринский,Исправлено,
Хаіров,Хаиров,правильно,
Кушнір,Кушнир,Исправлено,
Сіваченко,Сиваченко,правильно,
Шлай,Шлай,правильно,
Карпушова,Карпушова,правильно,
"Парій Михайло Петрович,","Парий Михаил Петрович,",Исправлено,
Каплін,Каплин,правильно,
Завгородня,Завгородняя,правильно,
Ліщинський,Лищинский,правильно,
Рибченко,Рыбченко,правильно,
Кот,Кот,правильно,
Вороненко,Вороненко,правильно,
Климпуш-Цинцадзе,Климпуш-Цинцадзе,правильно,
Мудрецький,Мудрецкий,правильно,
Яловенко,Яловенко,правильно,
Джабурія Олександр, Джабурия Александр,Исправлено,
Дериволков,Дериволков,правильно,
Дербенцева,Дербенцева,правильно,
Севирін,Севирин,Исправлено,
Тупицький,Тупицкий,Исправлено,
Кадомський,Кадомский,правильно,
Хенкін,Хенкин,правильно,
Горобець,Горобец,правильно,
Сергеєв,Сергеев,правильно,
Гвоздик,Гвоздик,правильно,
Чалий,Чалый,правильно,
Панкеєв,Панкеев,правильно,
Острікова,Острикова,Исправлено,
Коломиc,Коломыс,правильно,
Спаскін,Спаскин,Исправлено,
Кобзар,Кобзарь,правильно,
Курило,Курило,правильно,
Поєдинок,Поединок,правильно,
Голуб,Голубь,правильно,
Алданова,Алданова,правильно,
Синьогуб,Синегуб,правильно,
Магута,Магута,правильно,
Козирь,Козырь,Исправлено,
Дворніченко,Дворниченко,Исправлено,
Жалдак,Жалдак,правильно,
Семенуха,Семенуха,правильно,
Хоптян,Хоптян,правильно,
Лук’яненко,Лукьяненко,правильно,
Дьомич,Дьомич,правильно,
Малех,Малех,правильно,
Жолобецький,Жолобецкий,правильно,
Пісной,Писной,Исправлено в оригинальной таблице и в админке,
Симаченко,Симаченко,правильно,
Фаєрмарк,Фаермарк,правильно,
Лічман,Личман,правильно,
Старовойт,Старовойт,правильно,
Сиротюк,Сиротюк,правильно,
Ястремський,Ястремский,правильно,
Заярнюк,Заярнюк,правильно,
Мартєв,Мартев,Исправлено,
Ольгард,Ольгард,правильно,
Сольвар,Сольвар,правильно,
Луговий,Луговой,правильно,
Бець,Бец,правильно,
Бовчалюк,Бовчалюк,правильно,
Попко,Попко,правильно,
Масюта,Масюта,правильно,
Левенець,Левенец,правильно,
Россолов,Россолов,правильно,
Каралюс,Каралюс,правильно,
Вінницька,Винницкая,правильно,
Тулуб,Тулуб,Исправлено,
Малієнко,Малиенко,правильно,
Коротун,Коротун,Исправлено,
Ростова,Ростова,правильно,
Проскура,Проскура,Исправлено,
Жаботина,Жаботин,правильно,
Кухта,Кухта,правильно,
Бережний,Бережный,правильно,
Комарович,Комарович,правильно,
Гаркуша,Гаркуша,правильно,
Шумелюк,Шумелюк,правильно,
Коболев,Коболев,правильно,
Прокопчук,Прокопчук,правильно,
Грядущий,Грядущий,правильно,
Станік,Станик,правильно,
Сукач,Сукач,правильно,
Уставицький,Уставицкий,Исправлено,
Мудрий,Мудрый,правильно,
Діхтяр,Дихтяр,правильно,
Безименна,Безименна,правильно,
Каракулін,Каракулина,правильно,
Тичинок,Тычинок,правильно,
Бліннікова,Блинникова,Исправлено,
Голубчак,Голубчак,правильно,
Жовтенко,Жовтенко,правильно,
Дюков,Дюков,правильно,
Заліщук,Залищук,правильно,
Габер,Габер,правильно,
Ріпка,Репка,Исправлено,
Богомолець,Богомолец,правильно,
Коваль Марат,Коваль Марат,Исправлено,
Ігнатюк,Игнатюк,правильно,
Мирний,Мирный,правильно,
Бенедик,Бенедик,правильно,
Фаріна,Фарина,правильно,
Нєсвєтова,Несветова,Исправлено,
Абраменко,Абраменко,правильно,
Корж,Корж,правильно,
Самокіш,Самокиш,правильно,
Погарський,Погарский,правильно,
Горішний,Горишный,правильно,
Бечко,Бечко,правильно,
Антонищак,Антоныщак,правильно,
Сомсіков,Сомсиков,Исправлено,
Пузиревський,Пузыревский,правильно,
Чорногуз,Чорногуз,Исправлено,
Ландар,Ландарь,правильно,
Наконєчний,Наконечный,Исправлено,
Светелік,Светелик,правильно,
Нежурбіда,Нежурбида,Исправлено,
Вітренко,Витренко,правильно,
Аранчій,Аранчий,Исправлено,
Бережна,Бережная,правильно,
Різанов,Ризанов,правильно,
Кателін,Кателин,правильно,
Бездітко,Бездетко,правильно,
Троїцька,Троицкая,правильно,
Гоцул,Гоцул,правильно,
Севіванова,Севиванова,Исправлено,
Горжій,Горжий,Исправлено,
Лісіченко,Лисиченко,правильно,
Шлемко,Шлемко,правильно,
Мудренко,Мудренко,правильно,
Ланкмілєр,Ланкмилер,Исправлено,
Серафимова,Серафимова,правильно,
Чиж,Чиж,правильно,
Махлай,Махлай,правильно,
Кролевець,Кролевец,правильно,
Жизневська,Жизневская,правильно,
Балін,Балин,правильно,
Загорський,Загорский,правильно,
Наумчук,Наумчук,правильно,
Батрак,Батрак,правильно,
Сопельник,Сопельник,правильно,
Сьомка,Семка,правильно,
Бердніков,Бердников,правильно,
Ковбасюк,Ковбасюк,правильно,
Силка,Сылка,Исправлено,
Жмурин,Жмурина,правильно,
Розенблат,Розенблат,правильно,
Паламарчук,Паламарчук,правильно,
Хромець,Хромец,правильно,
Косован,Косован,правильно,
Кімлик,Кимлик,Исправлено,
Самусенко,Самусенко,правильно,
Бабак,Бабак,Исправлено,
Пліш,Плиш,правильно,
Громік,Громик,правильно,
Столярик,Столярик,правильно,
Мехед,Мехед,правильно,
Сілкова,Силкова,правильно,
Маліченко,Маличенко,правильно,
Царюк,Царюк,правильно,
Кирій,Кирий,правильно,
Бугрименко,Бугрименко,правильно,
Семенцов,Семенцов,правильно,
Железнов,Железнов,правильно,
Мацунич,Мацунич,правильно,
Кулініч,Кулинич,правильно,
Сопрун,Сопрун,правильно,
Яцун,Яцун,правильно,
Стародубець,Стародубец,Исправлено,
Кравець Олександр,Кравец Александр,Исправлено,
Окорочкова,Окорочкова,правильно,
Бурлай,Бурлай,правильно,
Курінський,Куринский,Исправлено,
Букаєв,Букаев,правильно,
Втерковський,Втерковский,Исправлено,
Засуха,Засуха,правильно,
Кривич,Кривич,правильно,
Рейнарт,Рейнарт,правильно,
Сербін,Сербин,правильно,
Ісаєнко,Исаенко,правильно,
Бритков,Бритков,правильно,
Плавич,Плавич,правильно,
Новосьолов,Новоселов,правильно,
Коробка,Коробка,правильно,
Зуєва Лариса,Зуева Лариса,правильно,
Кайнара,Кайнара,правильно,
Студенець,Студенец,правильно,
Карплюк,Карплюк,правильно,
Дулуб,Дулуб,правильно,
Міліщук,Милищук,Исправлено,
Німченко,Нимченко,правильно,
Вавровський,Вавровский,Исправлено,
Терновий,Терновый,правильно,
Дерев’янко,Деревянко,правильно,
Майданевич,Майданевич,правильно,
Шепітько,Шепитько,правильно,
Руднев,Руднев,правильно,
Процько,Процько,правильно,
Сирота,Сирота,правильно,
Чуприненко,Чуприненко,правильно,
П’єнта,Пьента,Исправлено,
Жиденко,Жиденко,правильно,
Епель,Эпель,правильно,
Дрішлюк,Дришлюк,правильно,
Горелкіна,Горелкина,правильно,
Рябішин,Рябишин,Исправлено,
Онофрейчук,Онофрейчук,правильно,
Віленчук,Виленчук,Исправлено,
Кочерова,Кочерова,правильно,
Середа,Середа,Исправлено,
Вербицька Ніна,Вербицкая Нина,Исправлено,
Матус,Матус,правильно,
Гарбарук,Гарбарук,правильно,
Палатний,Палатный,правильно,
Суржок,Суржок,правильно,
Золотніков Олександр,Золотников Александры,Исправлено,
Вечірко,Вечирко,правильно,
Ягун,Ягун,правильно,
Ляховська,Ляховская,правильно,
Шпек,Шпек,правильно,
Салабай,Салабай,правильно,
Щепоткіна,Щепоткина,правильно,
Вінгаль Валентина,Вингаль Валентина,правильно,
Янчук,Янчук,правильно,
Міняйло,Миняйло,Исправлено,
Рева,Рева,правильно,
Гаценко,Гаценко,правильно,
Акулова,Акулова,правильно,
Яковлев,Яковлев,правильно,
Свистун,Свистун,правильно,
Руснак,Руснак,правильно,
Бучик,Бучик,правильно,
Масло,Масло,правильно,
Колченко,Колченко,правильно,
Єленський,Еленский,правильно,
Бордюг,Бордюг,правильно,
Мальченко,Мальченко,правильно,
Пастух,Пастух,правильно,
Слоневський,Слоневский,правильно,
Кривда,Кривда,Исправлено,
Марцинюк,Марцинюк,правильно,
Нагорна,Нагорная,правильно,
Шаповал,Шерстобит,правильно,
Сокуренко,Сокуренко,правильно,
Токар,Токарь,правильно,
Новинський,Новинский,правильно,
Федосієнко,Федосеенко,Исправлено,
Оніщенко,Онищенко,правильно,
Запотічний,Запоточный,Исправлено,
Люшня,Люшня,правильно,
Переверзєва,Переверзева,правильно,
Кропивна,Крапивна,правильно,
Борова,Боровая,правильно,
Ліх,Лих,правильно,
Абдуллін,Абдуллин,правильно,
Моніч,Монич,правильно,
Русанова,Русанова,правильно,
Паскал,Паскал,правильно,
Городнича,Городничая,правильно,
Мостовий,Мостовой,правильно,
Рассуждай,Рассуждай,правильно,
Бахмат,Бахмат,правильно,
Ротар,Ротар,правильно,
Дрига,Дрыга,правильно,
Гладковський,Гладковский,правильно,
Абромавичус,Абромавичус,правильно,
Загородній,Загородний,Исправлено,
Крейбух,Крейбух,правильно,
Чев’юк,Чевьюк,Исправлено,
Балута,Балута,правильно,
Томахін,Томахин,правильно,
Кацуба,Кацуба,правильно,
Хохич,Хохич,правильно,
Хомицький,Хомицкий,правильно,
Чечоткін,Чечеткин,правильно,
Негода,Негода,Исправлено,
Зіміна,Зимина,правильно,
Сокол,Сокол,правильно,
Соломатіна,Соломатина,правильно,
Демкович,Демкович,правильно,
Вітко,Витко,правильно,
Касько,Касько,правильно,
Зубакова,Зубакова,правильно,
Байдак,Байдак,правильно,
Кутафін,Кутафин,правильно,
Сорочко,Сорочко,правильно,
Стрелюк,Стрелюк,правильно,
Рєпіна,Репина,правильно,
Пойда,Пойда,правильно,
Соколан,Соколан,правильно,
Зінник,Зинник,правильно,
Деденок,Деденок,правильно,
Гірняк,Гирняк,правильно,
Чаку,Чаку,правильно,
Держерука,Держерука,правильно,
Чеченіна,Чеченина,Исправлено,
Ровинський,Ровинский,правильно,
Рад,Рад,Исправлено,
Малінська,Малинская,Исправлено,
Бондарчук-Ладна,Бондарчук-Ладная,правильно,
Бухарєв,Бухарев,правильно,
Прокш,Прокш,правильно,
Гулько,Гулько,правильно,
Острович,Острович,правильно,
Донець,Донец,правильно,
Щабельський,Щабельский,Исправлено,
Мілаш,Милаш,правильно,
Таран,Таран,правильно,
Грязнов,Грязнов,правильно,
Южаніна,Южанина,правильно,
