Державне агентство України з туризму та курортів (ліквідовується),The State Agency of Ukraine for tourism and resorts (liquidated),,,,State Agency of Ukraine for Tourism and Resorts (liquidated),,
Міністерство молоді  та спорту України,The Ministry of youth and sports of Ukraine,,,,Ministry of Youth and Sports of Ukraine,,
Державна служба гірничого нагляду та промислової безпеки України,The State Service of mining supervision and industrial safety of Ukraine,,,,State Service of Mining Supervision and Industrial Safety of Ukraine,,
Чернігівська обласна державна адміністрація,Chernihiv regional State administration,,,,Chernihiv Regional State Administration,,
Державна інспекція України з питань захисту прав споживачів,State inspection of Ukraine on consumer rights protection,,,,State Inspection of Ukraine on Consumer Rights Protection,,
Державна служба спеціального зв'язку та захисту інформації,State Service of special communication and information protection,,,,State Service of Special Communication and Information Protection,,
Державна податкова служба України,State tax Service of Ukraine,,,,State Tax Service of Ukraine,,
Вінницька обласна державна адміністрація,Vinnytsia regional State administration,,,,Vinnytsia Regional State Administration,,
Державне агентство з енергоефективності та енергозбереження України,State Agency on energy efficiency and energy saving of Ukraine,,,,State Agency on Energy Efficiency and Energy Saving of Ukraine,,
Державне агентство екологічних інвестицій України,State environmental investment Agency of Ukraine,,,,State Environmental Investment Agency of Ukraine,,
"Міністерство освіти і науки, молоді та спорту","The Ministry of education and science, youth and sports",,,,"The Ministry of education and science, youth and sports",,
Харківська обласна державна адміністрації,Kharkiv regional State administration,,,,Kharkiv Regional State Administration,,
Державна служба України з надзвичайних ситуацій,State Service of Ukraine for emergency situations,,,,State Emergency Service  of Ukraine,,
Фонд державного майна України,The State property Fund of Ukraine,,,,State Property Fund of Ukraine,,
Міністерство надзвичайних ситуацій України,The Ministry of emergency situations of Ukraine,,,,Ministry of Emergency of Ukraine,,
Міністерство охорони здоров'я України,The Ministry of health of Ukraine,,,,Ministry of Healthcare of Ukraine,,
Державна інспекція ядерного регулювання України,State inspection of nuclear regulation of Ukraine,,,,State Inspection of Nuclear Regulation of Ukraine,,
Державне агентство лісових ресурсів України,State forest resources Agency of Ukraine,,,,State Forest Resources Agency of Ukraine,,
Державна служба України з лікарських засобів,State Service of Ukraine on medicinal products,,,,State Administration of Ukraine on Medicinal Products,,
Державне агентство автомобільних доріг України,The State Agency of automobile roads of Ukraine,,,,State Agency of Automobile Roads of Ukraine,,
Чернівецька обласна державна адміністрація,Chernivtsi regional State administration,,,,Chernivtsi Regional State Administration,,
Державна служба спеціального зв'язку та захисту інформації України,State Service of special communication and information protection of Ukraine,,,,State Service of Special Communication and Information Protection of Ukraine,,
Посольство України в Республіці Ірак,Embassy of Ukraine in the Republic of Iraq,,,,Embassy of Ukraine in the Republic of Iraq,,
"Український державний науково-дослідний конструкторсько-технологічний інститут еластомерних матеріалів і виробів, м. Дніпропетровськ","Ukrainian State scientific-research design-technological Institute of elastomeric materials and products, M. Dnepropetrovsk",,,,Ukrainian State Scientific Research Design Technological Institute of elastomeric materials and products,,
Державна екологічна інспекція України,"The State environmental Inspectorate of Ukraine, Chief State inspector of Ukraine",,,,The State environmental Inspectorate of Ukraine,,
Державне агентство водних ресурсів України,State water resources Agency of Ukraine,,,,State Water Resources Agency of Ukraine,,
Харківська обласна державна адміністрація,Kharkiv regional State administration,,,,Kharkiv Regional State Administration,,
Державна екологічна інспекція України,The State ecological inspection of Ukraine,,,,State Ecological Inspection of Ukraine,,
Пенсійний фонд України,Pension Fund of Ukraine,,,,Pension Fund of Ukraine,,
Державна служба України з питань захисту персональних даних,State Service of Ukraine on personal data protection,,,,State Service of Ukraine on Personal Data Protection,,
Міністерство молоді та спорту України,The Ministry of youth and sports of Ukraine,,,,Ministry of Youth and Sports of Ukraine,,
державна митна служба України,State customs Service of Ukraine,,,,State Customs Service of Ukraine,,
Донецька обласна державна адміністрація,Donetsk regional State administration,,,,Donetsk Regional State Administration,,
Державна архітектурно-будівельна інспекція України,State architectural and construction Inspectorate of Ukraine,,,,State Architectural and Construction Inspectorate of Ukraine,,
Державна фінансова інспекція України,The State financial inspection of Ukraine,,,,State Financial Inspection of Ukraine,,
Львівська обласна державна адміністрація,Lviv regional State administration,,,,Lviv Regional State Administration,,
Державна виконавча служба України,The public Executive Service of Ukraine,,,,State Bailiff Service of Ukraine,,
Державна служба з питань інвалідів та ветеранів,The public Service concerning disabled people and veterans,,,,State Service for the Disabled and Veterans,,
Державна служба спеціального зв’язку та захисту інформації України,State Service of special communication and information protection of Ukraine,,,,State Service of Special Communication and Information Protection of Ukraine,,
"Рубіжанський казенний хімічний завод ""Зоря""","Rubezhnoye State chemical plant ""Zarya""",,,,"Rubizhne State Chemical Plant ""Zarya""",,
Сумська обласна державна адміністрація,Sumy regional State administration,,,,Sumy Regional State Administration,,
Запорізька обласна державна адміністрація,Zaporizhzhya regional State administration,,,,Zaporizhzhya Regional State Administration,,
Тернопільська обласна державна адміністрація,Ternopil regional State administration,,,,Ternopil Regional State Administration,,
Міністерство соціальної політики України,The Ministry of social policy of Ukraine,,,,Ministry of Social Policy of Ukraine,,
Державна служба фінансового моніторингу України,The State Service for financial monitoring of Ukraine,,,,State Financial Moinitoring Service of Ukraine,,
Державна реєстраційна служба України,The State registration Service of Ukraine,,,,State Registration Service of Ukraine,,
Державна інспекція навчальних закладів України,The State Inspectorate of educational institutions of Ukraine,,,,State Inspectorate of Educational Institutions of Ukraine,,
Державна служба молоді та спорту України,State Service for youth and sports of Ukraine,,,,State Service of Youth and Sports of Ukraine,,
Державна служби статистики України,The State statistics Service of Ukraine,,,,State Statistics Service of Ukraine,,
Міністерство юстиції України,The Ministry of Justice of Ukraine,,,,Ministry of Justice of Ukraine,,
Державна служба України,State Service of Ukraine,,,,State Service of Ukraine,,
Міністерство екології та природних ресурсів України,The Ministry of ecology and natural resources of Ukraine,,,,The Ministry of Ecology and Natural Resources of Ukraine,,
Головне управління державної служби України в Автономній Республіці Крим та м. Севастополі,Main Department of civil Service of Ukraine in the Autonomous Republic of Crimea and Sevastopol,,,,Main Department of Civil Service of Ukraine in the Autonomous Republic of Crimea and Sevastopol,,
Державна комісія з цінних паперів та фондового ринку,The State Commission on securities and stock market,,,,State Commission on Securities and Stock Market,,
Державне агентство з питань електронного урядування,The State Agency for e-government,,,,State Agency for E-government,,
Національне агентство України з питань державної служби,National Agency of Ukraine on civil Service,,,,National Agency of Ukraine on Civil Service,,
Національна комісія з цінних паперів та фондового ринку,The national Commission on securities and stock market,,,,National Securities and Stock Market Comission,,
Дніпропетровська обласна державна адміністрація,Dnipropetrovsk regional State administration,,,,Dnipropetrovsk Regional State Administration,,
Міністерство освіти і науки України,The Ministry of education and science of Ukraine,,,,Ministry of Education and Science of Ukraine,,
Державне космічне агентство України,State space Agency of Ukraine,,,,State Space Agency of Ukraine,,
Державна комісії з цінних паперів та фондового ринку,The State Commission on securities and stock market,,,,State Commission on Securities and Stock Market,,
Національна тристороння соціально-економічна рада,National tripartite socio-economic Council,,,,National Tripartite Social and Economic Council,,
Полтавська обласна державна адміністрація,Poltava regional State administration,,,,Poltava Regional State Administration,,
Міністр молоді та спорту України,The Minister of youth and sports of Ukraine,,,,Minister of Youth and Sports of Ukraine,,
Антимонопольний комітет України,The Antimonopoly Committee of Ukraine,,,,Antimonopoly Committee of Ukraine,,
Міністерство оборони України,The Ministry of defense of Ukraine,,,,Ministry of Defence of Ukraine,,
Міністерство фінансів України,The Ministry of Finance of Ukraine,,,,Ministry of Finance of Ukraine,,
Міністерство охорони здоров’я України,The Ministry of health of Ukraine,,,,Ministry of Healthcare of Ukraine,,
Івано-Франківська обласна державна адміністрація,Ivano-Frankivsk regional State administration,,,,Ivano-Frankivsk Regional State Administration,,
Державна митна служба України,State customs Service of Ukraine,,,,State Customs Service of Ukraine,,
"TBM Holdings, Inc ","TBM Holdings, Inc ",,,,"TBM Holdings, Inc ",,
"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КЛАСИФІКАЦІЙНЕ ТОВАРИСТВО РЕГІСТР СУДНОПЛАВСТВА УКРАЇНИ""","State ENTERPRISE ""CLASSIFICATION SOCIETY SHIPPING REGISTER of UKRAINE""",,,,"State Enterprise ""Сlassification Сompany Shipping Register of Ukraine""",Klasyfikaciyne tovarystvo registr sudnoplavstva Ukrainy,
Державний науково-дослідний інститут хімічних продуктів,State research Institute of chemical products,,,,State Scientific Research Institute of Chemical Products,,
Прокуратура Автономної республіки Крим,The Prosecutor's office of the Autonomous Republic of Crimea,,,,Prosecutor's office of the Autonomous Republic of Crimea,,
"КАЗЕННЕ ПІДПРИЄМСТВО ""ШОСТКИНСЬКИЙ КАЗЕННИЙ ЗАВОД ""ІМПУЛЬС""","State ENTERPRISE ""SHOSTKA State PLANT ""IMPULS""",,,,"State Enterprise ""Shostka State Plant ""Impuls""",,
"Державне підприємство ""Морський торговельний порт ""Усть-Дунайськ""","State enterprise ""Sea commercial port ""Ust-Dunaysk""",,,,"State enterprise ""Sea commercial port ""Ust-Dunaysk""",,
"Державне підприємство ""Державний науково-дослідний центр залізничного транспорту України""","State enterprise ""State scientific research centre of railway transport of Ukraine""",,,,"State enterprise ""State Scientific Research Centre of Railway Transport of Ukraine""",,
Посольство України в Державі Катар,Embassy of Ukraine in the State of Qatar,,,,Embassy of Ukraine in the State of Qatar,,
"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""УКРАЇНСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ ВОГНЕТРИВІВ ІМЕНІ А.С. БЕРЕЖНОГО""","PUBLIC JOINT-stock COMPANY ""UKRAINIAN RESEARCH INSTITUTE of REFRACTORIES NAMED after A. S. BEREZHNOY""",,,,"Public Joint-stock Company ""Ukrainian Research Institute of Refractories Named After A. Berezhnoy""",,
Прокуратура Київської області,The Prosecutor of the Kyiv region,,,,Prosecutor of the Kyiv Oblast (Region),,
Прокуратура Волинської області,The Prosecutor's office of Volyn region,,,,Prosecutor's office of Volyn Oblast (Region),,
Прокуратура Івано-Франківської області,The Prosecutor's office of Ivano-Frankivsk region,,,,Prosecutor's office of Ivano-Frankivsk Oblast (Region),,
Прокуратура Дніпропетровської області,The Prosecutor's office of Dnipropetrovsk region,,,,Prosecutor's office of Dnipropetrovsk Oblast (Region),,
Прокуратура Житомирської області,The Prosecutor's office of Zhitomir region,,,,Prosecutor's office of Zhitomir Oblast (Region),,
Прокуратура Запорізької області,The Prosecutor's office of Zaporizhzhya region,,,,Prosecutor's office of Zaporizhzhya Oblast (Region),,
Прокуратура Кіровоградської області,The Prosecutor's office of Kirovograd region,,,,Prosecutor's office of Kirovohrad Oblast (Region),,
Прокуратура Львівської області,The Prosecutor's office of Lviv region,,,,Prosecutor's office of Lviv Oblast (Region),,
Прокуратура Полтавської області,The Prosecutor's office of Poltava region,,,,Prosecutor's office of Poltava Oblast (Region),,
"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ НАУКОВО-ТЕХНІЧНИЙ ЦЕНТР МЕТАЛУРГІЙНОЇ ПРОМИСЛОВОСТІ ""ЕНЕРГОСТАЛЬ""","State ENTERPRISE ""UKRAINIAN RESEARCH & TECHNOLOGY CENTER of METALLURGY INDUSTRY ""ENERGOSTAL""",,,,"State Enterprise ""Ukrainian Research and Technology Center of Metallurgy Industry ""Energostal""",,
"Державне підприємство ""Виробниче об'єднання ""Південний машинобудівний завод імені О.М. Макарова"", м. Дніпропетровськ","State enterprise ""Production Association ""southern machine-building plant named after A. M. Makarov"", Dnepropetrovsk",,,,"State Enterprise ""Production Association ""Southern Machine-Building Plant Named after A. Makarov"", Dnepropetrovsk",,
Прокуратура Миколаївської області,The Prosecutor's office of the Mykolaiv region,,,,Prosecutor's office of the Mykolaiv Oblast (Region),,
Прокуратура Одеської області,The Prosecutor's office of Odessa region,,,,Prosecutor's office of Odesa Oblast (Region),,
Прокуратура Луганської області,The Prosecutor's office of Luhansk region,,,,Prosecutor's office of Luhansk Oblast (Region),,
Прокуратура Черкаської області,The Prosecutor's office of Cherkasy region,,,,Prosecutor's office of Cherkasy Oblast (Region),,
Прокуратура Чернівецької області,The Prosecutor's office of Chernovitsky region,,,,Prosecutor's office of Chernivtsi Oblast (Region),,
Посольство України в Словацькій Республіці,Embassy of Ukraine in the Slovak Republic,,,,Embassy of Ukraine in Slovak Republic,,
"Державне підприємство ""Науково-виробниче об'єднання ""Павлоградський хімічний завод""","State enterprise ""Scientific-production Association ""Pavlograd chemical plant""",,,,"State enterprise ""Scientific Production Association ""Pavlograd Chemical Plant""",,
Прокуратура Вінницької області,The Prosecutor's office of Vinnytsia region,,,,Prosecutor's office of Vinnytsia Oblast (Region),,
"Українська партія честі, боротьби з корупцією та організованою злочинністю","Ukrainian party of honor, the fight against corruption and organized crime",,,,"Ukrainian party of Honor, Fight Against Corruption and Organized Crime",,
Політична партія «Українська платформа» (знаходиться в стадії припинення на підставі рішення ІІ З’їзду Партії від 03.12.2011),"Political party ""Ukrainian platform"" (currently in the process of termination on the basis of the decision of the second Congress of the Party from 03.12.2011)",,,,"Political party ""Ukrainian platform"" (currently in the process of termination on the basis of the decision of the second Congress of the Party dated 03.12.2011)",,
Прокуратура Рівненської області,The Prosecutor's office of Rivne region,,,,Prosecutor's office of Rivne Oblast (Region),,
Прокуратура Сумської області,The Prosecutor's office of Sumy region,,,,Prosecutor's office of Sumy Oblast (Region),,
Прокуратура Тернопільської області,The Prosecutor's office in Ternopil region,,,,Prosecutor's office in Ternopil Oblast (Region),,
Прокуратура Харківської області,The Prosecutor's office of Kharkiv region,,,,Prosecutor's office of Kharkiv Oblast (Region),,
Прокуратура Херсонської області,The Prosecutor's office of the Kherson region,,,,Prosecutor's office of the Kherson Oblast (Region),,
Прокуратура Хмельницької області,The Prosecutor's office in Khmelnitsky region,,,,Prosecutor's office in Khmelnitsky Oblast (Region),,
Прокуратура Чернігівської області,The Prosecutor's office of Chernihiv region,,,,Prosecutor's office of Chernihiv Oblast (Region),,
Прокуратура міста Києва,The Kyiv Prosecutor's office,,,,Prosecutor's office of Kyiv,,
Посольство України в Сінгапурі,Embassy of Ukraine in Singapore,,,,Embassy of Ukraine in Singapore,,
Посольство України в Словенії,Embassy of Ukraine in Slovenia,,,,Embassy of Ukraine in Slovenia,,
Посольство України в США,The Embassy of Ukraine in USA,,,,Embassy of Ukraine in the USA,,
Постійне представництво України при ООН (США),The permanent mission of Ukraine to the UN (USA),,,,Permanent mission of Ukraine to the UN (USA),,
Посольство України в Туніській Республіці,Embassy of Ukraine in the Republic of Tunisia,,,,Embassy of Ukraine in the Republic of Tunisia,,
Державна міграційна служба України,State migration Service of Ukraine,,,,State Migration Service of Ukraine,,
Державна служба України з питань протидії ВІЛ-інфекції/СНІДу та інших соціально небезпечних захворювань,State Service of Ukraine on combating HIV-infection/AIDS and other socially dangerous diseases,,,,State Service of Ukraine on AIDS and Other Socially Dangerous Diseases,,
Посольство України в Турецькій Республіці,Embassy of Ukraine in the Republic of Turkey,,,,Embassy of Ukraine in the Republic of Turkey,,
Голова Національної експертної комісії України з питань захисту суспільної моралі,The Chairman of the National expert Commission of Ukraine on protection of public morality,,,,Chairman of the National Expert Commission of Ukraine on Protection of Public Morality,,
Прокуратура Донецької області,The Prosecutor's office of Donetsk region,,,,Prosecutor's office of Donetsk Oblast (Region),,
Прокуратура Закарпатської області,The Prosecutor's office of the Transcarpathian region,,,,Prosecutor's office of Transcarpathian Oblast (Region),Prosecutor's office of Zakarpattia Oblast (Region),
Посольство України в Йорданському Хашимітському Королівстві,The Embassy of Ukraine in the Hashemite Kingdom of Jordan,,,,Embassy of Ukraine in the Hashemite Kingdom of Jordan,,
Посольство України в КНР,Embassy of Ukraine in China,,,,Embassy of Ukraine in China,,
Посольство України в Республіці Македонія,Embassy of Ukraine in the Republic of Macedonia,,,,Embassy of Ukraine in the Republic of Macedonia,,
Посольство України в Республіці Перу,The Embassy of Ukraine to the Republic of Peru,,,,Embassy of Ukraine to the Republic of Peru,,
Посольство України в Румунії,Embassy of Ukraine in Romania,,,,Embassy of Ukraine in Romania,,
Постійне представництво України при міжнародних організаціях у Відні,The permanent mission of Ukraine to the international organizations in Vienna,,,,Permanent Mission of Ukraine to the International organizations in Vienna,,
Посольство України в Азербайджанській Республіці,Embassy of Ukraine in the Republic of Azerbaijan,,,,Embassy of Ukraine in the Republic of Azerbaijan,,
Місія України при НАТО,The mission of Ukraine to NATO,,,,Mission of Ukraine to NATO,,
Представництво України при Європейському Союзі,Mission of Ukraine to the European Union,,,,Mission of Ukraine to the European Union,,
Посольство України при Святому Престолі (Ватикан),The Embassy of Ukraine to the Holy see (Vatican city),,,,Embassy of Ukraine to the Holy See (Vatican city),,
Посольство України в Соціалістичній Республіці В’єтнам,Embassy of Ukraine in the Socialist Republic of Vietnam,,,,Embassy of Ukraine in the Socialist Republic of Vietnam,,
Посольство України в Грузії,Embassy of Ukraine in Georgia,,,,Embassy of Ukraine in Georgia,,
Посольство України в Естонській Республіці,Embassy of Ukraine in the Republic of Estonia,,,,Embassy of Ukraine in the Republic of Estonia,,
Посольство України в Республіці Індонезія,Embassy of Ukraine in the Republic of Indonesia,,,,Embassy of Ukraine in the Republic of Indonesia,,
Посольство України в Арабській Республіці Єгипет,Embassy of Ukraine in the Arab Republic of Egypt,,,,Embassy of Ukraine in the Arab Republic of Egypt,,
Посольство України в Республіці Кенія,Embassy of Ukraine in the Republic of Kenya,,,,Embassy of Ukraine in the Republic of Kenya,,
Посольство України в Республіці Кіпр,Embassy of Ukraine in the Republic of Cyprus,,,,Embassy of Ukraine in the Republic of Cyprus,,
Посольство України в Ірландії,Embassy of Ukraine in Ireland,,,,Embassy of Ukraine in Ireland,,
Посольство України в Республіці Корея,Embassy of Ukraine in the Republic of Korea,,,,Embassy of Ukraine in the Republic of Korea,,
Посольство України в Державі Кувейт,Embassy of Ukraine in Kuwait,,,,Embassy of Ukraine in the State of Kuwait,,
Посольство України в Литовській Республіці,Embassy of Ukraine in the Republic of Lithuania,,,,Embassy of Ukraine in the Republic of Lithuania,,
Посольство України в Малайзії,Embassy of Ukraine in Malaysia,,,,Embassy of Ukraine in Malaysia,,
Посольство України в Королівстві Марокко,Embassy of Ukraine in the Kingdom of Morocco,,,,Embassy of Ukraine in the Kingdom of Morocco,,
Посольство України в Мексиканських Сполучених Штатах,The Ukrainian Embassy in the United Mexican States,,,,Ukrainian Embassy in the United Mexican States,,
Посольство України в Федеративній Республіці Нігерія,Embassy of Ukraine in the Federal Republic of Nigeria,,,,Embassy of Ukraine in the Federal Republic of Nigeria,,
Посольство України в Південно-Африканській Республіці,The Embassy of Ukraine in the Republic of South Africa,,,,Embassy of Ukraine in the Republic of South Africa,,
Посольство України в Республіці Польща,Embassy of Ukraine in Republic of Poland,,,,Embassy of Ukraine in Republic of Poland,,
Посольство України в Російській Федерації,The Ukrainian Embassy in the Russian Federation,,,,Embassy of Ukraine in the Russian Federation,,
Посольство України в Королівстві Саудівська Аравія,Embassy of Ukraine in the Kingdom of Saudi Arabia,,,,Embassy of Ukraine in the Kingdom of Saudi Arabia,,
Посольство України в Республіці Сенегал,The Embassy of Ukraine to the Republic of Senegal,,,,Embassy of Ukraine to the Republic of Senegal,,
Посольство України в Республіці Таджикистані,Embassy of Ukraine in the Republic of Tajikistan,,,,Embassy of Ukraine in the Republic of Tajikistan,,
Національний інститут стратегічних досліджень,National Institute for strategic studies,,,,National Institute for Strategic Studies,,
Державна ветеринарна та фітосанітарна служба України,The State veterinary and phytosanitary Service of Ukraine,,,,State Veterinary And Phytosanitary Service of Ukraine,,
Посольство України в Аргентинській Республіці,The Ukrainian Embassy in the Argentine Republic,,,,Ukrainian Embassy in the Argentine Republic,,
Посольство України в Королівстві Бельгія,Embassy of Ukraine in Belgium,,,,Embassy of Ukraine in Belgium,,
Посольство України в Республіці Білорусь,Embassy of Ukraine in the Republic of Belarus,,,,Embassy of Ukraine in the Republic of Belarus,,
Посольство України в Республіці Вірменія,Embassy of Ukraine in the Republic of Armenia,,,,Embassy of Ukraine in the Republic of Armenia,,
Посольство України в Грецькій Республіці,The Embassy of Ukraine to the Hellenic Republic,,,,Embassy of Ukraine to the Hellenic Republic,,
Посольство України в Державі Ізраїль,Embassy of Ukraine in the State of Israel,,,,Embassy of Ukraine in the State of Israel,,
Посольство України в Республіці Австрія,Embassy of Ukraine in the Republic of Austria,,,,Embassy of Ukraine in the Republic of Austria,,
Посольство України в Королівстві Іспанія,Embassy of Ukraine in the Kingdom of Spain,,,,Embassy of Ukraine in the Kingdom of Spain,,
Посольство України в Італійській Республіці,Embassy of Ukraine in the Republic of Italy,,,,Embassy of Ukraine in the Republic of Italy,,
Посольство України в Республіці Болгарія,Embassy of Ukraine in the Republic of Bulgaria,,,,Embassy of Ukraine in the Republic of Bulgaria,,
Посольство України у Федеративній Республіці Бразилія,Embassy of Ukraine in the Federal Republic of Brazil,,,,Embassy of Ukraine in the Federal Republic of Brazil,,
Посольство України в Республіці Індія,Embassy of Ukraine in the Republic of India,,,,Embassy of Ukraine in the Republic of India,,
Посольство України в Державі Лівія,Embassy of Ukraine in the State of Libya,,,,Embassy of Ukraine in the State of Libya,,
Військова прокуратура Західного регіону України,Military Prosecutor of the Western region of Ukraine,,,,Military Prosecutor of the Western Region of Ukraine,,
"Державне підприємство ""Новатор"", м. Хмельницький","State enterprise ""Novator"", Khmelnitsky",,,,"State enterprise ""Novator""",,
"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ ВАГОНОБУДУВАННЯ""","State ENTERPRISE ""UKRAINIAN SCIENTIFIC-RESEARCH INSTITUTE of CAR BUILDING""",,,,"State Enterprise ""Ukrainian Scientific-Research Institute of Car Building""",,
"Державне підприємство ""Харківський науково-дослідний інститут технології машинобудування""","State enterprise ""Kharkiv research Institute of machine building technology""",,,,"State enterprise ""Kharkiv Research Institute of Machine Building Technology""",,
"Державне підприємство ""Конотопський авіаремонтний завод ""Авіакон""","State enterprise ""Konotop aircraft repair plant ""Aviacon""",,,,"State enterprise ""Konotop Aircraft Repair Plant ""Aviacon""",,
Посольство України у Французькій Республіці,Embassy of Ukraine in the French Republic,,,,Embassy of Ukraine in the French Republic,,
"Український науково-дослідний інститут соляної промисловості ""УкрНДІсіль"", м. Артемівськ","Ukrainian scientific-research Institute of salt industry ""Wcrhl"", Artyomovsk",,,,"Ukrainian Scientific Research Institute of Salt Industry ""UkrNDIsil""",,
Посольство України в Королівстві Швеція,Embassy of Ukraine in the Kingdom of Sweden,,,,Embassy of Ukraine in the Kingdom of Sweden,,
Посольство України в Японії,Embassy of Ukraine in Japan,,,,Embassy of Ukraine in Japan,,
Постійне представництво України при Раді Європи,The permanent mission of Ukraine to the Council of Europe,,,,Permanent Mission of Ukraine to the Council of Europe,,
«Жінки за майбутнє» Всеукраїнське політичне об’єднання,"""Women for future"" all-Ukrainian political Union",,,,"""Women for future"" All-Ukrainian Political Union","""Zhinky za mzybutnye"" All-Ukrainian Political Union",
"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""НАУКОВО-ВИРОБНИЧИЙ КОМПЛЕКС ""КУРС""","PRIVATE JOINT STOCK COMPANY ""RESEARCH AND PRODUCTION COMPLEX ""COURSE""",,,,"Private Joint Stock Company ""Research And Production Complex ""Course""","Private Joint Stock Company ""Research And Production Complex ""Kurs""",
"Державне підприємство ""Запорізький державний авіаційний ремонтний завод ""МіГремонт""","State enterprise ""Zaporizhzhia State aircraft repair plant ""Egremont""",,,,"State enterprise ""Zaporizhia State aircraft repair plant ""Migremont""",,
"Державне територіально-галузеве об'єднання ""Південно-Західна залізниця""","State Territorial  branch Association ""South-West railway""",,"PUBLIC JOINT STOCK COMPANY ""NATIONAL JOINT STOCK COMPPublic Joint Stock Company ""National Joint Stock Company ""Naftogaz of Ukraine""ANY ""NAFTOGAZ of UKRAINE""",,"State Territorial  and Sectoral Association ""Southwestern Railroad""",,
"Державне підприємство ""Науково-дослідний проектний інститут ""Союз"", м. Харків","State enterprise ""research and design Institute ""Union"", Kharkov",,,,"State enterprise ""research and design Institute ""Soyuz"", Kharkov",,
"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КИЇВСЬКИЙ ДЕРЖАВНИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ ТЕКСТИЛЬНО-ГАЛАНТЕРЕЙНОЇ ПРОМИСЛОВОСТІ""","State ENTERPRISE ""KYIV State SCIENTIFIC-RESEARCH INSTITUTE of TEXTILE AND HABERDASHERY INDUSTRY""",,,,"State Enterprise ""Kyiv State Scientific Research Institute of Textile And Haberdashery Industry""",,
"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВСЬКИЙ ДЕРЖАВНИЙ ІНСТИТУТ З ПРОЕКТУВАННЯ НАФТОПЕРЕРОБНИХ І НАФТОХІМІЧНИХ ПІДПРИЄМСТВ ""ЛЬВІВДІПРОНАФТОХІМ""","State ENTERPRISE ""LVIV State INSTITUTE FOR DESIGNING REFINERIES AND PETROCHEMICAL PLANTS ""LOWVIBRATION""",,,,"State Enterprise ""Lviv State Institute For Designing Refineries And Petrochemical Plants ""Lvivdipronaftokhim""",,
"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""НАЦІОНАЛЬНА АКЦІОНЕРНА КОМПАНІЯ ""НАФТОГАЗ УКРАЇНИ""","PUBLIC JOINT STOCK COMPANY ""NATIONAL JOINT STOCK COMPANY ""NAFTOGAZ of UKRAINE""",,,,"Public Joint Stock Company ""National Joint Stock Company ""Naftogaz of Ukraine""",,
Посольство України у Фінляндській Республіці,Embassy of Ukraine in Republic of Finland,,,,Embassy of Ukraine in the Republic of Finland,,
"Державне підприємство ""Виробниче об'єднання ""Карпати"", м. Івано-Франківськ","State enterprise ""Production Association ""Karpaty"", Ivano-Frankivsk",,,,"State enterprise ""Production Association ""Karpaty""",,
"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДЕРЖАВНИЙ НАУКОВО-ДОСЛІДНИЙ, ПРОЕКТНО-КОНСТРУКТОРСЬКИЙ І ПРОЕКТНИЙ ІНСТИТУТ ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ ""УКРНДІПРОЕКТ""","State ENTERPRISE ""State SCIENTIFIC-RESEARCH, DESIGN AND DESIGN INSTITUTE of COAL INDUSTRY ""UKRNIIPROEKT""",,,,"State Enterprise ""State Scientific Research, Project Design and Project of Coal Industry ""Ukrniiproekt""",,
Соціалістична партія України,Socialist party of Ukraine,,,,Socialist Party of Ukraine,,
Публічне акціонерне товариство «Науково-дослідний та проектно-конструкторський інститут гірничорудного машинобудування з Дослідним заводом»,"Public joint stock company ""research and design Institute of mining engineering with pilot plant""",,,,"Public joint stock company ""Research and Design Institute of Mining Engineering with Research Plant""",,
Військова прокуратура Південного регіону України,The military Prosecutor's office of the southern region of Ukraine,,,,Military Prosecutor's office of the Southern Region of Ukraine,,
Військова прокуратура Центрального регіону України,Military Prosecutor of the Central region of Ukraine,,,,Military Prosecutor of the Central Region of Ukraine,,
Посольство України в Республіці Хорватія,Embassy of Ukraine in the Republic of Croatia,,,,Embassy of Ukraine in the Republic of Croatia,,
Посольство України в Чеській Республіці,The Ukrainian Embassy in the Czech Republic,,,,Embassy of Ukraine in the Chech Republic,,
Постійне представництво України при відділенні ООН,The permanent mission of Ukraine to the UN office,,,,Permanent Mission of Ukraine to the UN office,,
